t_rel_s,t_unix,touch_t_stm_s,force_net_n,load_cell_raw_n,load_cell_voltage_v,touch_i_final,v00,v01,v02,v03,v04,v10,v11,v12,v13,v14,v20,v21,v22,v23,v24,v30,v31,v32,v33,v34,v40,v41,v42,v43,v44
0.6550,1782562476.5180,2926.808855,0.0000,0.0000,0.00000,3.2917,3.2903,3.2839,3.2911,3.2815,3.2903,3.2597,3.2815,3.2839,3.2936,3.2984,3.2831,3.2968,3.2936,3.3000,3.2984,3.3000,3.3000,3.3000,3.3000,3.2944,3.3000,3.3000,3.2992,3.2839,3.2895
0.6561,1782562476.5192,2926.810055,0.0000,0.0000,0.00000,3.2912,3.2653,3.2831,3.2903,3.2976,3.2984,3.3000,3.3000,3.3000,3.3000,3.2992,3.3000,3.3000,3.3000,3.2863,3.2919,3.2984,3.2871,3.2968,3.2823,3.2911,3.2557,3.2823,3.2863,3.2911,3.2968
0.6574,1782562476.5204,2926.811254,0.0000,0.0000,0.00000,3.2918,3.3000,3.3000,3.3000,3.3000,3.2960,3.3000,3.3000,3.3000,3.2831,3.2895,3.2645,3.2823,3.2863,3.2863,3.2952,3.2597,3.2839,3.2855,3.2960,3.2968,3.2960,3.3000,3.3000,3.3000,3.2936
0.6587,1782562476.5218,2926.812454,0.0000,0.0000,0.00000,3.2920,3.2984,3.2871,3.2936,3.2831,3.2919,3.2541,3.2815,3.2847,3.2903,3.2984,3.2799,3.2984,3.2992,3.3000,3.2960,3.3000,3.3000,3.3000,3.2968,3.2936,3.3000,3.2992,3.3000,3.2855,3.2879
0.6596,1782562476.5226,2926.813655,0.0000,0.0000,0.00000,3.2905,3.2557,3.2790,3.2871,3.2831,3.2992,3.2839,3.3000,3.2976,3.3000,3.2960,3.3000,3.3000,3.3000,3.3000,3.2936,3.3000,3.2952,3.2968,3.2855,3.2895,3.2702,3.2799,3.2855,3.2887,3.2960
0.6607,1782562476.5238,2926.814855,0.0000,0.0000,0.00000,3.2925,3.3000,3.3000,3.3000,3.3000,3.2968,3.3000,3.3000,3.3000,3.2903,3.2895,3.2831,3.2823,3.2887,3.2895,3.2944,3.2589,3.2823,3.2871,3.2976,3.2992,3.2831,3.2968,3.2952,3.3000,3.2976
0.6627,1782562476.5257,2926.816054,0.0000,0.0000,0.00000,3.2925,3.3000,3.2895,3.2927,3.2823,3.2927,3.2541,3.2815,3.2839,3.3000,3.3000,3.2766,3.2944,3.2968,3.3000,3.2960,3.3000,3.3000,3.3000,3.3000,3.2936,3.3000,3.3000,3.3000,3.2879,3.2911
0.6634,1782562476.5264,2926.817255,0.0000,0.0000,0.00000,3.2912,3.2597,3.2839,3.2903,3.2984,3.2960,3.2879,3.2968,3.2960,3.3000,3.2992,3.3000,3.3000,3.3000,3.3000,3.2927,3.3000,3.2976,3.2960,3.2847,3.2911,3.2549,3.2807,3.2815,3.2936,3.2984
0.6644,1782562476.5275,2926.818455,0.0000,0.0000,0.00000,3.2918,3.2936,3.3000,3.3000,3.3000,3.2927,3.3000,3.2968,3.2927,3.2847,3.2927,3.3000,3.2871,3.2895,3.2831,3.2944,3.2565,3.2790,3.2863,3.2903,3.3000,3.2839,3.2976,3.2952,3.3000,3.3000
0.6656,1782562476.5286,2926.819654,0.0000,0.0000,0.00000,3.2927,3.3000,3.3000,3.3000,3.2952,3.2911,3.2766,3.2863,3.2903,3.2847,3.2952,3.2541,3.2807,3.2871,3.3000,3.2984,3.3000,3.3000,3.3000,3.3000,3.2960,3.3000,3.3000,3.3000,3.2903,3.2903
0.6670,1782562476.5300,2926.820855,0.0000,0.0000,0.00000,3.2900,3.2516,3.2815,3.2863,3.2871,3.2944,3.2678,3.2927,3.2952,3.3000,3.2992,3.3000,3.3000,3.3000,3.3000,3.2936,3.3000,3.2976,3.2960,3.2807,3.2911,3.2815,3.2839,3.2903,3.2863,3.2936
0.6681,1782562476.5312,2926.822055,0.0000,0.0000,0.00000,3.2912,3.2831,3.2952,3.2968,3.3000,3.2952,3.3000,3.3000,3.3000,3.2863,3.2887,3.3000,3.2984,3.2992,3.2855,3.2903,3.2790,3.2823,3.2871,3.2831,3.2944,3.2662,3.2847,3.2903,3.2984,3.2968
0.6693,1782562476.5324,2926.823254,0.0000,0.0000,0.00000,3.2922,3.3000,3.3000,3.3000,3.2936,3.2919,3.2984,3.2855,3.2903,3.2839,3.2992,3.2565,3.2807,3.2895,3.2927,3.2976,3.2815,3.2887,3.2936,3.3000,3.2984,3.3000,3.3000,3.3000,3.2927,3.2903
0.6706,1782562476.5337,2926.824455,0.0000,0.0000,0.00000,3.2926,3.2573,3.2807,3.2863,3.2871,3.2960,3.2831,3.2968,3.2960,3.3000,3.2992,3.3000,3.3000,3.3000,3.3000,3.2936,3.3000,3.3000,3.2984,3.2911,3.2919,3.3000,3.2887,3.2887,3.2863,3.2936
0.6715,1782562476.5346,2926.825654,0.0000,0.0000,0.00000,3.2915,3.2782,3.2952,3.2936,3.3000,3.2968,3.3000,3.3000,3.3000,3.2960,3.2952,3.3000,3.3000,3.2992,3.2863,3.2927,3.2565,3.2790,3.2839,3.2871,3.2944,3.2694,3.2895,3.2936,3.3000,3.3000
0.6730,1782562476.5360,2926.826854,0.0000,0.0000,0.00000,3.2929,3.3000,3.3000,3.3000,3.2952,3.2952,3.3000,3.2879,3.2911,3.2831,3.2919,3.2718,3.2799,3.2895,3.2847,3.2944,3.2799,3.2968,3.2952,3.3000,3.3000,3.3000,3.3000,3.3000,3.2960,3.2911
0.6745,1782562476.5376,2926.828055,0.0000,0.0000,0.00000,3.2917,3.2936,3.2839,3.2903,3.2839,3.2919,3.2694,3.2847,3.2871,3.2984,3.2992,3.2863,3.2976,3.2976,3.3000,3.2976,3.3000,3.3000,3.3000,3.2936,3.2911,3.3000,3.2839,3.2895,3.2815,3.2903
0.6753,1782562476.5384,2926.829254,0.0000,0.0000,0.00000,3.2922,3.2710,3.2831,3.2887,3.2992,3.2984,3.3000,3.3000,3.3000,3.3000,3.2944,3.3000,3.3000,3.3000,3.2895,3.2895,3.2976,3.2887,3.2952,3.2807,3.2895,3.2629,3.2871,3.2887,3.3000,3.3000
0.6763,1782562476.5394,2926.830454,0.0000,0.0000,0.00000,3.2920,3.3000,3.3000,3.3000,3.2911,3.2911,3.3000,3.2936,3.2927,3.2831,3.2911,3.2645,3.2823,3.2879,3.2863,3.2952,3.2742,3.2879,3.2911,3.3000,3.2992,3.2936,3.3000,3.3000,3.3000,3.2960
0.6775,1782562476.5406,2926.831654,0.0000,0.0000,0.00000,3.2929,3.2782,3.2823,3.2911,3.2839,3.2911,3.2694,3.2871,3.2919,3.3000,3.2992,3.2831,3.3000,3.2992,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.2960,3.3000,3.2968,3.2960,3.2871,3.2895
0.6790,1782562476.5420,2926.832855,0.0000,0.0000,0.00000,3.2918,3.2670,3.2863,3.2903,3.2936,3.2968,3.2952,3.3000,3.3000,3.3000,3.2944,3.3000,3.3000,3.2992,3.2887,3.2927,3.3000,3.2952,3.2984,3.2855,3.2911,3.2589,3.2831,3.2871,3.2936,3.2992
0.6801,1782562476.5432,2926.834054,0.0000,0.0000,0.00000,3.2923,3.3000,3.3000,3.3000,3.3000,3.2936,3.3000,3.2984,3.2968,3.2839,3.2927,3.2637,3.2839,3.2895,3.2863,3.2927,3.2581,3.2847,3.2919,3.2976,3.2992,3.3000,3.3000,3.3000,3.3000,3.2944
0.6814,1782562476.5444,2926.835255,0.0000,0.0000,0.00000,3.2921,3.2936,3.2863,3.2911,3.2831,3.2927,3.2629,3.2823,3.2863,3.2895,3.3000,3.2831,3.3000,3.2992,3.3000,3.3000,3.3000,3.3000,3.3000,3.2992,3.2903,3.3000,3.2927,3.2960,3.2847,3.2895
0.6826,1782562476.5457,2926.836455,0.0000,0.0000,0.00000,3.2905,3.2662,3.2847,3.2911,3.3000,3.2976,3.2927,3.3000,3.2992,3.3000,3.2952,3.3000,3.3000,3.3000,3.2871,3.2911,3.2887,3.2863,3.2911,3.2815,3.2936,3.2573,3.2823,3.2863,3.2919,3.2984
0.6835,1782562476.5466,2926.837654,0.0000,0.0000,0.00000,3.2948,3.3000,3.3000,3.3000,3.3000,3.2936,3.3000,3.2984,3.2992,3.2855,3.2911,3.2952,3.2879,3.2911,3.2847,3.2944,3.2807,3.2895,3.2911,3.3000,3.2992,3.2919,3.3000,3.3000,3.3000,3.2968
0.6847,1782562476.5478,2926.838855,0.0000,0.0000,0.00000,3.2922,3.2984,3.2871,3.2936,3.2831,3.2903,3.2782,3.2839,3.2871,3.2863,3.2944,3.2774,3.2936,3.2927,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.2936,3.3000,3.2960,3.2927,3.2863,3.2911
0.6865,1782562476.5496,2926.840055,0.0000,0.0000,0.00000,3.2918,3.2678,3.2847,3.2919,3.3000,3.2992,3.2944,3.2984,3.3000,3.3000,3.2968,3.3000,3.3000,3.3000,3.2927,3.2927,3.3000,3.2952,3.2895,3.2847,3.2911,3.2549,3.2790,3.2911,3.2927,3.2976
0.6873,1782562476.5504,2926.841255,0.0000,0.0000,0.00000,3.2926,3.3000,3.3000,3.3000,3.3000,3.2936,3.3000,3.3000,3.3000,3.2952,3.2927,3.2976,3.2871,3.2952,3.2807,3.2903,3.2549,3.2831,3.2871,3.2944,3.2960,3.2790,3.2944,3.2944,3.3000,3.2992
0.6883,1782562476.5514,2926.842454,0.0000,0.0000,0.00000,3.2923,3.3000,3.2919,3.2968,3.2847,3.2911,3.2573,3.2807,3.2863,3.2903,3.2968,3.2742,3.2815,3.2919,3.3000,3.2984,3.3000,3.3000,3.2992,3.3000,3.2960,3.3000,3.3000,3.3000,3.2984,3.2919
0.6895,1782562476.5526,2926.843655,0.0000,0.0000,0.00000,3.2895,3.2541,3.2807,3.2895,3.2871,3.2944,3.2799,3.2968,3.2968,3.3000,3.2960,3.2984,3.3000,3.3000,3.3000,3.2936,3.3000,3.2976,3.2976,3.2790,3.2895,3.2549,3.2790,3.2863,3.2936,3.2927
0.6910,1782562476.5540,2926.844855,0.0000,0.0000,0.00000,3.2921,3.2984,3.3000,3.2992,3.3000,3.2984,3.3000,3.3000,3.3000,3.2936,3.2895,3.3000,3.2895,3.2911,3.2807,3.2903,3.2573,3.2815,3.2871,3.2879,3.2952,3.2742,3.2936,3.2976,3.3000,3.2968
0.6921,1782562476.5552,2926.846054,0.0000,0.0000,0.00000,3.2921,3.3000,3.3000,3.2936,3.2799,3.2992,3.2734,3.2831,3.2895,3.2839,3.2919,3.2710,3.2871,3.2903,3.3000,3.2960,3.2879,3.3000,3.2992,3.3000,3.2984,3.3000,3.3000,3.2992,3.2871,3.2919
0.6933,1782562476.5564,2926.847254,0.0000,0.0000,0.00000,3.2905,3.2557,3.2807,3.2863,3.2855,3.2960,3.2694,3.2895,3.2919,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.2952,3.3000,3.3000,3.3000,3.2887,3.2903,3.2887,3.2831,3.2903,3.2831,3.2871
0.6945,1782562476.5576,2926.848455,0.0000,0.0000,0.00000,3.2917,3.2871,3.3000,3.3000,3.3000,3.2936,3.3000,3.3000,3.3000,3.2871,3.2911,3.3000,3.3000,3.2968,3.2855,3.2887,3.2573,3.2823,3.2863,3.2871,3.2952,3.2710,3.2919,3.2919,3.3000,3.3000
0.6956,1782562476.5586,2926.849654,0.0000,0.0000,0.00000,3.2932,3.3000,3.3000,3.2992,3.2863,3.2919,3.2903,3.2855,3.2919,3.2839,3.2911,3.2662,3.2847,3.2871,3.3000,3.2992,3.2831,3.3000,3.2992,3.3000,3.2984,3.3000,3.3000,3.3000,3.3000,3.2911
0.6970,1782562476.5600,2926.850855,0.0000,0.0000,0.00000,3.2920,3.2839,3.2774,3.2871,3.2839,3.2952,3.2678,3.2871,3.2911,3.3000,3.2992,3.3000,3.3000,3.3000,3.3000,3.2936,3.3000,3.3000,3.3000,3.2927,3.2911,3.2952,3.2871,3.2895,3.2839,3.2952
0.6986,1782562476.5616,2926.852055,0.0000,0.0000,0.00000,3.2915,3.3000,3.3000,3.3000,3.3000,3.2944,3.3000,3.3000,3.3000,3.3000,3.2936,3.3000,3.2984,3.2984,3.2823,3.2879,3.2589,3.2790,3.2839,3.2919,3.2976,3.2605,3.2823,3.2863,3.2936,3.2976
0.6993,1782562476.5624,2926.853254,0.0000,0.0000,0.00000,3.2915,3.3000,3.3000,3.3000,3.2960,3.2903,3.3000,3.2936,3.2919,3.2807,3.2911,3.2605,3.2815,3.2863,3.2871,3.2952,3.2662,3.2815,3.2887,3.3000,3.2992,3.3000,3.3000,3.3000,3.3000,3.2976
0.7003,1782562476.5634,2926.854454,0.0000,0.0000,0.00000,3.2923,3.2710,3.2823,3.2895,3.2831,3.2944,3.2734,3.2911,3.2887,3.3000,3.2984,3.2863,3.2992,3.2984,3.3000,3.2976,3.3000,3.3000,3.3000,3.2936,3.2927,3.3000,3.2976,3.2936,3.2855,3.2911
0.7016,1782562476.5646,2926.855655,0.0000,0.0000,0.00000,3.2924,3.2718,3.2919,3.2952,3.3000,3.2968,3.2960,3.3000,3.3000,3.3000,3.2952,3.3000,3.2992,3.2976,3.2871,3.2927,3.3000,3.3000,3.2984,3.2871,3.2927,3.2549,3.2807,3.2871,3.2887,3.2976
0.7030,1782562476.5660,2926.856854,0.0000,0.0000,0.00000,3.2927,3.3000,3.3000,3.2992,3.3000,3.2911,3.3000,3.2952,3.2936,3.2823,3.2911,3.2549,3.2823,3.2871,3.2976,3.2992,3.2742,3.2944,3.2944,3.3000,3.2960,3.2903,3.3000,3.3000,3.3000,3.2960
0.7041,1782562476.5672,2926.858055,0.0000,0.0000,0.00000,3.2909,3.2823,3.2823,3.2871,3.2839,3.2919,3.2565,3.2807,3.2863,3.2976,3.2984,3.2831,3.2944,3.2927,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.2944,3.3000,3.2936,3.2968,3.2782,3.2927
0.7053,1782562476.5684,2926.859255,0.0000,0.0000,0.00000,3.2916,3.2653,3.2847,3.2855,3.2992,3.2968,3.3000,3.3000,3.3000,3.3000,3.2936,3.3000,3.3000,3.3000,3.2952,3.2927,3.3000,3.2944,3.2927,3.2807,3.2919,3.2605,3.2831,3.2879,3.2887,3.2976
0.7066,1782562476.5697,2926.860454,0.0000,0.0000,0.00000,3.2942,3.3000,3.3000,3.3000,3.3000,3.2936,3.3000,3.3000,3.3000,3.2944,3.2911,3.2976,3.2879,3.2903,3.2847,3.2919,3.2613,3.2847,3.2839,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.2927
0.7075,1782562476.5706,2926.861654,0.0000,0.0000,0.00000,3.2919,3.2984,3.2903,3.2944,3.2831,3.2911,3.2565,3.2831,3.2863,3.2871,3.2952,3.2831,3.2927,3.2936,3.3000,3.2984,3.3000,3.3000,3.3000,3.3000,3.2936,3.3000,3.3000,3.2976,3.2855,3.2879
0.7090,1782562476.5720,2926.862855,0.0000,0.0000,0.00000,3.2907,3.2621,3.2831,3.2887,3.3000,3.2976,3.3000,3.3000,3.2992,3.3000,3.2927,3.3000,3.3000,3.2960,3.2871,3.2919,3.3000,3.2903,3.2895,3.2815,3.2936,3.2541,3.2855,3.2863,3.2927,3.2960
0.7106,1782562476.5737,2926.864055,0.0000,0.0000,0.00000,3.2913,3.3000,3.2968,3.3000,3.3000,3.2903,3.3000,3.2984,3.2992,3.2855,3.2911,3.2581,3.2790,3.2895,3.2863,3.2919,3.2694,3.2863,3.2871,3.2976,3.2984,3.2847,3.2984,3.2984,3.3000,3.2960
0.7113,1782562476.5744,2926.865254,0.0000,0.0000,0.00000,3.2924,3.3000,3.2903,3.2919,3.2847,3.2919,3.2549,3.2807,3.2879,3.2863,3.2976,3.2799,3.2960,3.2976,3.3000,3.3000,3.3000,3.3000,3.3000,3.2960,3.2936,3.3000,3.3000,3.3000,3.2903,3.2903
0.7124,1782562476.5754,2926.866455,0.0000,0.0000,0.00000,3.2915,3.2670,3.2847,3.2903,3.2992,3.2992,3.2831,3.2968,3.2927,3.3000,3.2984,3.3000,3.3000,3.3000,3.2952,3.2911,3.3000,3.2976,3.2960,3.2831,3.2927,3.2637,3.2790,3.2863,3.2911,3.3000
0.7135,1782562476.5766,2926.867654,0.0000,0.0000,0.00000,3.2946,3.3000,3.3000,3.3000,3.3000,3.2936,3.3000,3.3000,3.3000,3.2952,3.2911,3.3000,3.2855,3.2879,3.2863,3.2944,3.2653,3.2839,3.2871,3.2992,3.2992,3.3000,3.3000,3.3000,3.3000,3.2960
0.7147,1782562476.5778,2926.868854,0.0000,0.0000,0.00000,3.2927,3.3000,3.2952,3.2944,3.2847,3.2968,3.2549,3.2807,3.2895,3.2944,3.2960,3.2742,3.2895,3.2952,3.3000,3.3000,3.2952,3.3000,3.3000,3.3000,3.2960,3.3000,3.3000,3.3000,3.2927,3.2895
0.7161,1782562476.5792,2926.870054,0.0000,0.0000,0.00000,3.2926,3.2621,3.2831,3.2887,3.2976,3.2960,3.2782,3.2936,3.2936,3.3000,3.2976,3.3000,3.3000,3.3000,3.2968,3.2927,3.3000,3.2984,3.2984,3.2871,3.2903,3.3000,3.2887,3.2919,3.2863,3.2927
0.7173,1782562476.5804,2926.871255,0.0000,0.0000,0.00000,3.2919,3.2831,3.2984,3.2927,3.3000,3.2984,3.3000,3.3000,3.3000,3.2936,3.2919,3.3000,3.2968,3.2936,3.2823,3.2911,3.2573,3.2799,3.2863,3.2919,3.2992,3.2782,3.2936,3.2936,3.3000,3.2968
0.7186,1782562476.5816,2926.872454,0.0000,0.0000,0.00000,3.2933,3.3000,3.3000,3.2960,3.2871,3.2903,3.2952,3.2879,3.2911,3.2831,3.2927,3.2653,3.2855,3.2871,3.2952,3.2984,3.2895,3.3000,3.3000,3.3000,3.2960,3.3000,3.3000,3.3000,3.3000,3.2919
0.7195,1782562476.5826,2926.873655,0.0000,0.0000,0.00000,3.2920,3.2549,3.2790,3.2879,3.2871,3.2952,3.2807,3.2952,3.2944,3.3000,3.2984,3.2968,3.3000,3.2992,3.3000,3.2992,3.3000,3.3000,3.2992,3.2879,3.2911,3.2984,3.2871,3.2919,3.2863,3.2911
0.7210,1782562476.5840,2926.874855,0.0000,0.0000,0.00000,3.2930,3.2863,3.2984,3.2968,3.3000,3.2952,3.3000,3.3000,3.3000,3.2960,3.2927,3.3000,3.2936,3.2960,3.2839,3.2879,3.3000,3.2863,3.2887,3.2847,3.2952,3.2678,3.2863,3.2911,3.3000,3.2976
0.7226,1782562476.5856,2926.876054,0.0000,0.0000,0.00000,3.2931,3.3000,3.3000,3.3000,3.2944,3.2911,3.2863,3.2823,3.2887,3.2863,3.2968,3.2589,3.2847,3.2911,3.2992,3.2992,3.2831,3.2992,3.2952,3.3000,3.2976,3.3000,3.3000,3.3000,3.3000,3.2927
0.7233,1782562476.5864,2926.877255,0.0000,0.0000,0.00000,3.2912,3.2662,3.2823,3.2903,3.2831,3.2919,3.2694,3.2871,3.2903,3.3000,3.3000,3.2968,3.3000,3.3000,3.3000,3.2960,3.3000,3.3000,3.3000,3.3000,3.3000,3.2815,3.2839,3.2887,3.2815,3.2911
0.7243,1782562476.5874,2926.878455,0.0000,0.0000,0.00000,3.2915,3.2871,3.2936,3.2960,3.3000,3.2976,3.3000,3.3000,3.3000,3.2968,3.2936,3.3000,3.2952,3.2936,3.2855,3.2911,3.2565,3.2799,3.2863,3.2919,3.3000,3.2662,3.2871,3.2919,3.3000,3.2984
0.7256,1782562476.5886,2926.879654,0.0000,0.0000,0.00000,3.2924,3.3000,3.3000,3.2992,3.2871,3.2879,3.3000,3.2871,3.2919,3.2863,3.2927,3.2686,3.2831,3.2879,3.2839,3.2976,3.2782,3.2952,3.2960,3.3000,3.2968,3.3000,3.3000,3.3000,3.3000,3.2903
0.7270,1782562476.5900,2926.880855,0.0000,0.0000,0.00000,3.2908,3.2807,3.2855,3.2895,3.2847,3.2919,3.2565,3.2815,3.2863,3.2976,3.2976,3.2815,3.3000,3.2968,3.3000,3.2976,3.3000,3.3000,3.3000,3.2952,3.2887,3.3000,3.2960,3.2903,3.2807,3.2911
0.7281,1782562476.5912,2926.882055,0.0000,0.0000,0.00000,3.2921,3.2831,3.2936,3.2976,3.3000,3.2968,3.3000,3.3000,3.3000,3.3000,3.2936,3.3000,3.3000,3.2992,3.2895,3.2903,3.2895,3.2839,3.2911,3.2831,3.2919,3.2605,3.2823,3.2879,3.2903,3.2976
0.7294,1782562476.5924,2926.883254,0.0000,0.0000,0.00000,3.2917,3.3000,3.3000,3.3000,3.2960,3.2936,3.3000,3.2936,3.2968,3.2790,3.2903,3.2613,3.2807,3.2871,3.2831,3.2968,3.2734,3.2871,3.2871,3.2952,3.3000,3.3000,3.3000,3.3000,3.3000,3.2903
0.7306,1782562476.5936,2926.884455,0.0000,0.0000,0.00000,3.2910,3.2702,3.2823,3.2871,3.2831,3.2927,3.2597,3.2807,3.2863,3.2984,3.2992,3.2863,3.3000,3.2992,3.3000,3.2968,3.3000,3.3000,3.3000,3.2992,3.2944,3.3000,3.2919,3.2911,3.2839,3.2927
0.7315,1782562476.5946,2926.885655,0.0000,0.0000,0.00000,3.2896,3.2581,3.2782,3.2863,3.2984,3.2984,3.2871,3.3000,3.2976,3.3000,3.2976,3.3000,3.3000,3.3000,3.2895,3.2895,3.2952,3.2863,3.2919,3.2863,3.2944,3.2516,3.2823,3.2863,3.2887,3.2968
0.7330,1782562476.5960,2926.886855,0.0000,0.0000,0.00000,3.2920,3.3000,3.3000,3.3000,3.3000,3.2927,3.3000,3.2936,3.2927,3.2847,3.2911,3.2774,3.2815,3.2831,3.2887,3.2976,3.2742,3.2863,3.2895,3.3000,3.3000,3.2782,3.2936,3.2976,3.3000,3.2984
0.7346,1782562476.5976,2926.888055,0.0000,0.0000,0.00000,3.2923,3.3000,3.2927,3.2968,3.2855,3.2903,3.2581,3.2831,3.2903,3.2984,3.2992,3.2726,3.2855,3.2919,3.3000,3.2984,3.2968,3.3000,3.3000,3.3000,3.2952,3.3000,3.2984,3.2984,3.2863,3.2895
0.7353,1782562476.5984,2926.889255,0.0000,0.0000,0.00000,3.2912,3.2541,3.2823,3.2903,3.2944,3.2960,3.2887,3.3000,3.3000,3.3000,3.2984,3.3000,3.3000,3.3000,3.2960,3.2952,3.3000,3.2992,3.2960,3.2871,3.2895,3.2541,3.2799,3.2895,3.2919,3.2976
0.7363,1782562476.5994,2926.890455,0.0000,0.0000,0.00000,3.2913,3.3000,3.3000,3.3000,3.3000,3.2911,3.3000,3.2936,3.2936,3.2807,3.2895,3.2984,3.2855,3.2919,3.2799,3.2936,3.2662,3.2815,3.2871,3.3000,3.3000,3.2734,3.2895,3.2871,3.3000,3.3000
0.7375,1782562476.6006,2926.891654,0.0000,0.0000,0.00000,3.2923,3.3000,3.2936,3.2960,3.2855,3.2895,3.2799,3.2831,3.2855,3.2863,3.2944,3.2742,3.2871,3.2919,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.2960,3.3000,3.2992,3.2895,3.2855,3.2895
0.7390,1782562476.6020,2926.892855,0.0000,0.0000,0.00000,3.2907,3.2565,3.2807,3.2895,3.2992,3.2976,3.2815,3.2968,3.2968,3.3000,3.2960,3.3000,3.3000,3.3000,3.3000,3.2960,3.3000,3.3000,3.2952,3.2807,3.2911,3.2605,3.2823,3.2863,3.2871,3.2952
0.7401,1782562476.6032,2926.894055,0.0000,0.0000,0.00000,3.2934,3.2960,3.2984,3.2968,3.3000,3.2968,3.3000,3.3000,3.3000,3.2960,3.2919,3.3000,3.2936,3.2992,3.2839,3.2944,3.2565,3.2807,3.2847,3.2919,3.2976,3.2831,3.2968,3.2984,3.3000,3.2976
0.7413,1782562476.6044,2926.895254,0.0000,0.0000,0.00000,3.2925,3.3000,3.3000,3.3000,3.2879,3.2911,3.2903,3.2839,3.2871,3.2831,3.2936,3.2629,3.2847,3.2871,3.2992,3.2984,3.2799,3.2960,3.2968,3.3000,3.3000,3.3000,3.3000,3.3000,3.2976,3.2936
0.7426,1782562476.6057,2926.896455,0.0000,0.0000,0.00000,3.2903,3.2549,3.2750,3.2871,3.2992,3.2968,3.2790,3.2936,3.2927,3.3000,3.2984,3.3000,3.3000,3.3000,3.2968,3.2919,3.3000,3.2984,3.2992,3.2839,3.2887,3.2678,3.2807,3.2871,3.2887,3.2976
0.7435,1782562476.6066,2926.897654,0.0000,0.0000,0.00000,3.2921,3.2960,3.3000,3.2992,3.3000,3.2968,3.3000,3.3000,3.3000,3.2976,3.2936,3.3000,3.2903,3.2936,3.2790,3.2903,3.2541,3.2790,3.2879,3.2911,3.2960,3.2766,3.2871,3.2944,3.3000,3.2992
0.7450,1782562476.6080,2926.898854,0.0000,0.0000,0.00000,3.2945,3.3000,3.3000,3.3000,3.2927,3.2911,3.3000,3.2911,3.2936,3.2831,3.2936,3.2766,3.2911,3.2919,3.3000,3.3000,3.2847,3.2984,3.2927,3.3000,3.2984,3.3000,3.3000,3.3000,3.2960,3.2871
0.7467,1782562476.6097,2926.900055,0.0000,0.0000,0.00000,3.2913,3.2605,3.2807,3.2927,3.2936,3.2992,3.2653,3.2831,3.2871,3.2992,3.3000,3.2895,3.3000,3.3000,3.3000,3.2936,3.3000,3.3000,3.3000,3.2903,3.2911,3.3000,3.2936,3.2936,3.2790,3.2911
0.7476,1782562476.6107,2926.901254,0.0000,0.0000,0.00000,3.2926,3.2863,3.2992,3.2960,3.3000,3.2992,3.3000,3.3000,3.3000,3.3000,3.2927,3.3000,3.3000,3.2992,3.2839,3.2895,3.2557,3.2799,3.2847,3.2911,3.2976,3.2782,3.2903,3.2919,3.3000,3.3000
0.7484,1782562476.6115,2926.902454,0.0000,0.0000,0.00000,3.2921,3.3000,3.3000,3.3000,3.2919,3.2919,3.3000,3.2903,3.2919,3.2823,3.2919,3.2597,3.2807,3.2863,3.2887,3.2952,3.2766,3.2895,3.2976,3.3000,3.2976,3.3000,3.3000,3.3000,3.3000,3.2911
0.7496,1782562476.6126,2926.903655,0.0000,0.0000,0.00000,3.2900,3.2694,3.2807,3.2871,3.2936,3.2984,3.2621,3.2831,3.2871,3.2952,3.2968,3.2799,3.2960,3.2936,3.3000,3.2984,3.3000,3.3000,3.3000,3.2944,3.2911,3.2927,3.2863,3.2903,3.2815,3.2919
0.7507,1782562476.6138,2926.904855,0.0000,0.0000,0.00000,3.2909,3.2831,3.2903,3.2976,3.3000,3.2968,3.3000,3.3000,3.3000,3.3000,3.2919,3.3000,3.2960,3.2968,3.2831,3.2911,3.2807,3.2831,3.2887,3.2871,3.2944,3.2516,3.2807,3.2855,3.2976,3.2976
0.7521,1782562476.6152,2926.906054,0.0000,0.0000,0.00000,3.2915,3.3000,3.3000,3.3000,3.2960,3.2911,3.3000,3.2887,3.2903,3.2782,3.2936,3.2533,3.2782,3.2855,3.2952,3.2976,3.2742,3.2855,3.2895,3.3000,3.2984,3.3000,3.3000,3.3000,3.3000,3.2919
0.7534,1782562476.6164,2926.907255,0.0000,0.0000,0.00000,3.2921,3.3000,3.2871,3.2871,3.2799,3.2944,3.2557,3.2831,3.2863,3.2952,3.2992,3.2863,3.2944,3.2976,3.3000,3.2984,3.3000,3.3000,3.3000,3.2952,3.2927,3.3000,3.2976,3.2944,3.2863,3.2927
0.7546,1782562476.6177,2926.908455,0.0000,0.0000,0.00000,3.2921,3.2831,3.2960,3.2952,3.3000,3.2976,3.3000,3.3000,3.2984,3.3000,3.2976,3.3000,3.3000,3.3000,3.2807,3.2911,3.2984,3.2855,3.2871,3.2855,3.2960,3.2573,3.2790,3.2863,3.2919,3.2960
