t_rel_s,t_unix,touch_t_stm_s,force_net_n,load_cell_raw_n,load_cell_voltage_v,touch_i_final,v00,v01,v02,v03,v04,v10,v11,v12,v13,v14,v20,v21,v22,v23,v24,v30,v31,v32,v33,v34,v40,v41,v42,v43,v44
7.9526,1782562483.8157,2934.106655,0.0000,0.0000,0.00000,3.2909,3.2653,3.2839,3.2887,3.2976,3.2976,3.2944,3.3000,3.3000,3.3000,3.2952,3.3000,3.3000,3.2992,3.2871,3.2919,3.3000,3.2927,3.2903,3.2807,3.2927,3.2573,3.2823,3.2831,3.2944,3.2984
7.9538,1782562483.8169,2934.107863,0.0000,0.0000,0.00000,3.2921,3.2968,3.3000,3.3000,3.3000,3.2936,3.3000,3.3000,3.2976,3.2887,3.2911,3.2799,3.2839,3.2863,3.2871,3.2936,3.2694,3.2839,3.2919,3.3000,3.2992,3.2750,3.2903,3.2960,3.3000,3.2976
7.9552,1782562483.8183,2934.109054,0.0000,0.0000,0.00000,3.2938,3.3000,3.3000,3.2984,3.2887,3.2879,3.2742,3.2807,3.2839,3.2919,3.2968,3.2831,3.2968,3.2968,3.3000,3.2968,3.2944,3.2992,3.3000,3.3000,3.2976,3.3000,3.3000,3.2968,3.2903,3.2911
7.9564,1782562483.8195,2934.110255,0.0000,0.0000,0.00000,3.2883,3.2565,3.2807,3.2855,3.2944,3.2992,3.2653,3.2847,3.2887,3.3000,3.2984,3.3000,3.3000,3.3000,3.2976,3.2887,3.3000,3.2903,3.2919,3.2863,3.2927,3.2686,3.2839,3.2799,3.2799,3.2936
7.9574,1782562483.8205,2934.111455,0.0000,0.0000,0.00000,3.2924,3.2968,3.3000,3.3000,3.3000,3.2936,3.3000,3.3000,3.3000,3.2871,3.2919,3.3000,3.2895,3.2855,3.2831,3.2919,3.2629,3.2807,3.2839,3.2984,3.3000,3.2799,3.2911,3.2952,3.3000,3.2984
7.9586,1782562483.8217,2934.112654,0.0000,0.0000,0.00000,3.2921,3.3000,3.3000,3.3000,3.2895,3.2903,3.2782,3.2839,3.2871,3.2863,3.2903,3.2613,3.2815,3.2831,3.2984,3.2992,3.2960,3.2984,3.2992,3.3000,3.2960,3.3000,3.3000,3.3000,3.2936,3.2911
7.9598,1782562483.8229,2934.113863,0.0000,0.0000,0.00000,3.2905,3.2573,3.2831,3.2847,3.2911,3.2960,3.2799,3.2960,3.2936,3.3000,3.2984,3.3000,3.3000,3.3000,3.3000,3.2952,3.3000,3.3000,3.3000,3.2847,3.2879,3.2670,3.2807,3.2839,3.2863,3.2976
7.9612,1782562483.8243,2934.115054,0.0000,0.0000,0.00000,3.2927,3.2895,3.3000,3.2992,3.3000,3.2992,3.3000,3.3000,3.3000,3.3000,3.2936,3.3000,3.2936,3.2903,3.2831,3.2927,3.2718,3.2807,3.2799,3.2944,3.2976,3.2726,3.2895,3.2936,3.3000,3.2968
7.9624,1782562483.8255,2934.116254,0.0000,0.0000,0.00000,3.2911,3.3000,3.2984,3.3000,3.2855,3.2895,3.2694,3.2823,3.2863,3.2871,3.2936,3.2541,3.2823,3.2839,3.2839,3.2968,3.3000,3.3000,3.3000,3.3000,3.2952,3.3000,3.3000,3.3000,3.2992,3.2903
7.9637,1782562483.8268,2934.117455,0.0000,0.0000,0.00000,3.2917,3.2702,3.2831,3.2863,3.2903,3.2944,3.2815,3.2927,3.2919,3.2960,3.3000,3.3000,3.3000,3.3000,3.3000,3.2936,3.3000,3.3000,3.3000,3.2919,3.2879,3.2807,3.2871,3.2839,3.2863,3.2944
7.9646,1782562483.8277,2934.118654,0.0000,0.0000,0.00000,3.2915,3.2847,3.2968,3.2968,3.3000,3.2968,3.3000,3.3000,3.3000,3.3000,3.2936,3.3000,3.2936,3.2968,3.2871,3.2895,3.2541,3.2807,3.2839,3.2895,3.2944,3.2718,3.2863,3.2919,3.3000,3.2984
7.9658,1782562483.8289,2934.119863,0.0000,0.0000,0.00000,3.2928,3.3000,3.3000,3.3000,3.2927,3.2895,3.3000,3.2895,3.2903,3.2831,3.2927,3.2653,3.2831,3.2831,3.2911,3.3000,3.2799,3.2936,3.2936,3.3000,3.2984,3.3000,3.3000,3.3000,3.3000,3.2936
7.9672,1782562483.8303,2934.121054,0.0000,0.0000,0.00000,3.2928,3.2895,3.2871,3.2855,3.2863,3.2960,3.2662,3.2871,3.2984,3.3000,3.2968,3.2895,3.3000,3.3000,3.3000,3.2944,3.3000,3.3000,3.2984,3.2927,3.2903,3.3000,3.2960,3.2927,3.2807,3.2927
7.9684,1782562483.8315,2934.122255,0.0000,0.0000,0.00000,3.2916,3.2734,3.2887,3.2960,3.3000,3.2968,3.3000,3.3000,3.3000,3.3000,3.2960,3.3000,3.3000,3.3000,3.2871,3.2903,3.3000,3.2927,3.2919,3.2807,3.2936,3.2549,3.2790,3.2831,3.2895,3.2960
7.9694,1782562483.8325,2934.123455,0.0000,0.0000,0.00000,3.2908,3.3000,3.3000,3.3000,3.2968,3.2919,3.3000,3.2927,3.2919,3.2823,3.2895,3.2581,3.2807,3.2839,3.2911,3.2960,3.2629,3.2839,3.2879,3.3000,3.2992,3.2960,3.3000,3.3000,3.2919,3.2944
7.9706,1782562483.8337,2934.124654,0.0000,0.0000,0.00000,3.2923,3.3000,3.2871,3.2887,3.2855,3.2911,3.2637,3.2847,3.2847,3.2968,3.2992,3.2847,3.2976,3.3000,3.3000,3.2968,3.3000,3.3000,3.3000,3.3000,3.2927,3.3000,3.2919,3.2919,3.2807,3.2895
7.9718,1782562483.8349,2934.125863,0.0000,0.0000,0.00000,3.2928,3.2774,3.2903,3.2936,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.2936,3.3000,3.3000,3.3000,3.2839,3.2936,3.3000,3.2952,3.2968,3.2855,3.2927,3.2581,3.2839,3.2847,3.2944,3.2976
7.9732,1782562483.8363,2934.127054,0.0000,0.0000,0.00000,3.2919,3.3000,3.3000,3.3000,3.3000,3.2903,3.3000,3.2984,3.3000,3.2936,3.2911,3.2581,3.2847,3.2831,3.2839,3.2968,3.2702,3.2871,3.2887,3.2984,3.3000,3.2831,3.2960,3.2952,3.3000,3.2992
7.9744,1782562483.8375,2934.128255,0.0000,0.0000,0.00000,3.2915,3.3000,3.2871,3.2887,3.2831,3.2927,3.2613,3.2799,3.2831,3.2887,3.2992,3.2815,3.2952,3.2968,3.3000,3.2976,3.3000,3.3000,3.3000,3.2944,3.2895,3.3000,3.2984,3.2960,3.2839,3.2911
7.9757,1782562483.8388,2934.129455,0.0000,0.0000,0.00000,3.2916,3.2678,3.2847,3.2887,3.2992,3.2960,3.2815,3.2984,3.2992,3.3000,3.2976,3.3000,3.3000,3.3000,3.2992,3.2919,3.3000,3.2863,3.2871,3.2831,3.2960,3.2799,3.2839,3.2871,3.2847,3.2976
7.9767,1782562483.8397,2934.130654,0.0000,0.0000,0.00000,3.2930,3.3000,3.3000,3.3000,3.3000,3.2944,3.3000,3.3000,3.3000,3.2887,3.2847,3.3000,3.2911,3.2895,3.2815,3.2936,3.2629,3.2847,3.2863,3.2952,3.2992,3.2815,3.2976,3.2968,3.3000,3.2984
7.9778,1782562483.8409,2934.131863,0.0000,0.0000,0.00000,3.2918,3.3000,3.2936,3.2952,3.2839,3.2895,3.2790,3.2823,3.2831,3.2871,3.2976,3.2629,3.2847,3.2871,3.3000,3.2944,3.3000,3.3000,3.3000,3.3000,3.2944,3.3000,3.3000,3.3000,3.2887,3.2911
7.9792,1782562483.8423,2934.133055,0.0000,0.0000,0.00000,3.2903,3.2565,3.2847,3.2847,3.2895,3.2944,3.2726,3.2927,3.2919,3.3000,3.2984,3.3000,3.3000,3.3000,3.3000,3.2968,3.3000,3.2960,3.2952,3.2871,3.2944,3.2710,3.2855,3.2839,3.2863,3.2952
7.9804,1782562483.8435,2934.134255,0.0000,0.0000,0.00000,3.2917,3.3000,3.3000,3.3000,3.3000,3.2984,3.3000,3.3000,3.3000,3.2960,3.2927,3.2823,3.2839,3.2855,3.2799,3.2919,3.2549,3.2790,3.2831,3.2879,3.2992,3.2855,3.2984,3.2976,3.3000,3.2976
7.9814,1782562483.8445,2934.135454,0.0000,0.0000,0.00000,3.2903,3.3000,3.3000,3.3000,3.2855,3.2895,3.2613,3.2815,3.2847,3.2855,3.2936,3.2645,3.2831,3.2839,3.3000,3.2992,3.2726,3.2895,3.2911,3.3000,3.3000,3.3000,3.3000,3.3000,3.2992,3.2936
7.9826,1782562483.8457,2934.136655,0.0000,0.0000,0.00000,3.2912,3.2621,3.2823,3.2839,3.2879,3.2960,3.2782,3.2895,3.2944,3.3000,3.2992,3.3000,3.3000,3.3000,3.3000,3.2960,3.3000,3.2984,3.2936,3.2855,3.2911,3.2911,3.2863,3.2887,3.2831,3.2927
7.9841,1782562483.8471,2934.137863,0.0000,0.0000,0.00000,3.2912,3.2831,3.2984,3.3000,3.3000,3.2960,3.3000,3.3000,3.3000,3.2903,3.2879,3.3000,3.2919,3.2911,3.2831,3.2919,3.2605,3.2823,3.2815,3.2895,3.2960,3.2758,3.2895,3.2919,3.3000,3.3000
7.9852,1782562483.8483,2934.139054,0.0000,0.0000,0.00000,3.2932,3.3000,3.3000,3.3000,3.2847,3.2911,3.2984,3.2919,3.2871,3.2823,3.2911,3.2637,3.2815,3.2863,3.2960,3.2976,3.2871,3.3000,3.3000,3.3000,3.2960,3.3000,3.3000,3.3000,3.3000,3.2952
7.9864,1782562483.8495,2934.140255,0.0000,0.0000,0.00000,3.2920,3.2621,3.2807,3.2831,3.2847,3.2968,3.2766,3.2895,3.2927,3.3000,3.2968,3.2927,3.3000,3.3000,3.3000,3.2984,3.3000,3.3000,3.3000,3.2960,3.2936,3.2984,3.2895,3.2936,3.2831,3.2911
7.9877,1782562483.8508,2934.141455,0.0000,0.0000,0.00000,3.2910,3.2799,3.2952,3.2952,3.2992,3.2984,3.3000,3.3000,3.3000,3.2968,3.2919,3.3000,3.2984,3.3000,3.2839,3.2911,3.2637,3.2823,3.2807,3.2871,3.2927,3.2702,3.2823,3.2871,3.3000,3.2984
7.9886,1782562483.8517,2934.142654,0.0000,0.0000,0.00000,3.2936,3.3000,3.3000,3.3000,3.2911,3.2895,3.3000,3.2976,3.2960,3.2823,3.2911,3.2742,3.2839,3.2831,3.2895,3.3000,3.2774,3.2911,3.2960,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.2960
7.9898,1782562483.8529,2934.143863,0.0000,0.0000,0.00000,3.2928,3.3000,3.2919,3.2911,3.2807,3.2903,3.2710,3.2831,3.2887,3.2984,3.2976,3.2807,3.2952,3.2976,3.3000,3.3000,3.3000,3.3000,3.3000,3.2960,3.2887,3.3000,3.3000,3.2992,3.2815,3.2879
7.9912,1782562483.8543,2934.145055,0.0000,0.0000,0.00000,3.2933,3.2799,3.2944,3.2952,3.2992,3.2984,3.3000,3.3000,3.3000,3.3000,3.2927,3.3000,3.3000,3.3000,3.2927,3.2936,3.3000,3.2944,3.2919,3.2790,3.2944,3.2750,3.2831,3.2831,3.2871,3.2976
7.9924,1782562483.8555,2934.146255,0.0000,0.0000,0.00000,3.2920,3.3000,3.3000,3.3000,3.2968,3.2936,3.2968,3.2887,3.2887,3.2815,3.2911,3.2790,3.2871,3.2887,3.2839,3.2895,3.2774,3.2895,3.2944,3.3000,3.2992,3.2831,3.2927,3.2992,3.3000,3.3000
7.9934,1782562483.8565,2934.147455,0.0000,0.0000,0.00000,3.2924,3.3000,3.2984,3.2960,3.2887,3.2895,3.2597,3.2807,3.2863,3.2976,3.2976,3.2782,3.2879,3.2903,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.2936,3.3000,3.2944,3.2952,3.2839,3.2911
7.9946,1782562483.8577,2934.148655,0.0000,0.0000,0.00000,3.2914,3.2718,3.2863,3.2855,3.2968,3.2976,3.3000,3.3000,3.3000,3.3000,3.2976,3.3000,3.3000,3.3000,3.2936,3.2927,3.2992,3.2895,3.2871,3.2831,3.2927,3.2549,3.2807,3.2839,3.2952,3.2960
7.9961,1782562483.8591,2934.149863,0.0000,0.0000,0.00000,3.2934,3.3000,3.3000,3.3000,3.3000,3.2936,3.3000,3.2984,3.3000,3.2855,3.2887,3.2782,3.2936,3.2911,3.2807,3.2944,3.2637,3.2871,3.2887,3.3000,3.2984,3.2968,3.3000,3.3000,3.3000,3.2960
7.9972,1782562483.8603,2934.151055,0.0000,0.0000,0.00000,3.2920,3.3000,3.2919,3.2871,3.2831,3.2927,3.2613,3.2831,3.2863,3.2952,3.2976,3.2710,3.2871,3.2944,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.2976,3.3000,3.2992,3.2968,3.2855,3.2911
7.9984,1782562483.8615,2934.152255,0.0000,0.0000,0.00000,3.2926,3.2678,3.2863,3.2847,3.2976,3.2992,3.2903,3.2984,3.3000,3.3000,3.2968,3.3000,3.3000,3.3000,3.2984,3.2936,3.3000,3.2952,3.2968,3.2855,3.2895,3.2839,3.2855,3.2855,3.2839,3.2952
7.9997,1782562483.8628,2934.153455,0.0000,0.0000,0.00000,3.2922,3.3000,3.3000,3.3000,3.3000,3.2944,3.3000,3.3000,3.3000,3.2887,3.2895,3.2944,3.2871,3.2887,3.2807,3.2895,3.2597,3.2855,3.2903,3.3000,3.2984,3.2799,3.2887,3.2919,3.3000,3.2984
8.0006,1782562483.8637,2934.154654,0.0000,0.0000,0.00000,3.2933,3.3000,3.2984,3.2992,3.2863,3.2863,3.2952,3.2871,3.2847,3.2831,3.2944,3.2662,3.2863,3.2855,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.2976,3.3000,3.2984,3.3000,3.2944,3.2895
8.0018,1782562483.8649,2934.155863,0.0000,0.0000,0.00000,3.2922,3.2734,3.2903,3.2936,3.3000,3.2976,3.2831,3.2968,3.3000,3.3000,3.2976,3.3000,3.3000,3.3000,3.2952,3.2952,3.3000,3.3000,3.2944,3.2863,3.2879,3.2710,3.2839,3.2815,3.2815,3.2968
8.0032,1782562483.8663,2934.157054,0.0000,0.0000,0.00000,3.2913,3.2847,3.2976,3.3000,3.3000,3.2960,3.3000,3.3000,3.3000,3.2911,3.2903,3.3000,3.2927,3.2936,3.2839,3.2919,3.2541,3.2831,3.2831,3.2871,3.3000,3.2782,3.2895,3.2887,3.3000,3.2976
8.0044,1782562483.8675,2934.158254,0.0000,0.0000,0.00000,3.2929,3.3000,3.3000,3.3000,3.2871,3.2879,3.2855,3.2839,3.2863,3.2831,3.2960,3.2662,3.2863,3.2903,3.3000,3.2984,3.2831,3.2976,3.2960,3.3000,3.2992,3.3000,3.3000,3.3000,3.3000,3.2960
8.0054,1782562483.8685,2934.159455,0.0000,0.0000,0.00000,3.2930,3.3000,3.2871,3.2863,3.2863,3.2976,3.2815,3.2976,3.2960,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.2919,3.3000,3.3000,3.3000,3.2855,3.2871,3.2766,3.2855,3.2887,3.2823,3.2960
8.0066,1782562483.8697,2934.160654,0.0000,0.0000,0.00000,3.2916,3.2863,3.2960,3.2992,3.3000,3.2960,3.3000,3.3000,3.3000,3.2984,3.2919,3.3000,3.2960,3.2936,3.2871,3.2911,3.2557,3.2815,3.2831,3.2919,3.2976,3.2702,3.2871,3.2887,3.3000,3.2976
8.0078,1782562483.8709,2934.161863,0.0000,0.0000,0.00000,3.2924,3.3000,3.3000,3.3000,3.2895,3.2903,3.3000,3.2927,3.2911,3.2831,3.2927,3.2581,3.2799,3.2831,3.2855,3.2984,3.2847,3.2976,3.2976,3.3000,3.3000,3.3000,3.3000,3.3000,3.2936,3.2911
8.0093,1782562483.8723,2934.163055,0.0000,0.0000,0.00000,3.2914,3.2557,3.2823,3.2799,3.2927,3.2976,3.2678,3.2839,3.2887,3.2992,3.3000,3.2992,3.3000,3.3000,3.3000,3.2976,3.3000,3.3000,3.3000,3.2968,3.2927,3.2992,3.2903,3.2911,3.2807,3.2895
8.0104,1782562483.8735,2934.164255,0.0000,0.0000,0.00000,3.2924,3.2831,3.2927,3.2936,3.3000,3.3000,3.3000,3.3000,3.3000,3.2984,3.2919,3.3000,3.3000,3.3000,3.2871,3.2879,3.2879,3.2774,3.2887,3.2847,3.2895,3.2742,3.2863,3.2863,3.3000,3.3000
8.0117,1782562483.8748,2934.165454,0.0000,0.0000,0.00000,3.2933,3.3000,3.3000,3.3000,3.2968,3.2919,3.3000,3.2984,3.2992,3.2871,3.2895,3.2597,3.2823,3.2847,3.2895,3.2968,3.2790,3.2919,3.2936,3.3000,3.3000,3.2960,3.3000,3.3000,3.3000,3.2960
8.0126,1782562483.8757,2934.166654,0.0000,0.0000,0.00000,3.2922,3.2952,3.2863,3.2871,3.2839,3.2927,3.2653,3.2839,3.2863,3.2968,3.2968,3.2831,3.2952,3.2944,3.3000,3.2984,3.3000,3.3000,3.3000,3.3000,3.2952,3.3000,3.2936,3.2968,3.2839,3.2911
8.0138,1782562483.8769,2934.167863,0.0000,0.0000,0.00000,3.2910,3.2799,3.2863,3.2887,3.3000,3.3000,3.2855,3.3000,3.3000,3.3000,3.2952,3.3000,3.2984,3.2968,3.2839,3.2911,3.3000,3.2903,3.2911,3.2831,3.2911,3.2613,3.2807,3.2831,3.2895,3.2984
8.0152,1782562483.8783,2934.169054,0.0000,0.0000,0.00000,3.2932,3.3000,3.3000,3.3000,3.2944,3.2936,3.3000,3.2976,3.2944,3.2807,3.2927,3.2645,3.2807,3.2863,3.2871,3.2944,3.2807,3.2927,3.2968,3.3000,3.3000,3.2968,3.3000,3.3000,3.3000,3.2960
8.0164,1782562483.8795,2934.170254,0.0000,0.0000,0.00000,3.2929,3.3000,3.2952,3.2936,3.2831,3.2903,3.2653,3.2823,3.2847,3.2911,3.2976,3.2831,3.2863,3.2952,3.3000,3.2984,3.3000,3.3000,3.3000,3.3000,3.2927,3.3000,3.3000,3.3000,3.2919,3.2911
8.0174,1782562483.8805,2934.171455,0.0000,0.0000,0.00000,3.2907,3.2613,3.2815,3.2895,3.2976,3.2984,3.2895,3.2976,3.2992,3.3000,3.2976,3.3000,3.3000,3.3000,3.2936,3.2936,3.2952,3.2903,3.2903,3.2807,3.2927,3.2678,3.2823,3.2863,3.2887,3.2944
8.0186,1782562483.8817,2934.172654,0.0000,0.0000,0.00000,3.2922,3.2879,3.3000,3.3000,3.3000,3.2960,3.3000,3.3000,3.2944,3.2871,3.2895,3.3000,3.2887,3.2887,3.2807,3.2927,3.2589,3.2807,3.2855,3.2984,3.2992,3.2847,3.2968,3.2968,3.3000,3.2976
8.0198,1782562483.8829,2934.173862,0.0000,0.0000,0.00000,3.2939,3.3000,3.2968,3.2992,3.2855,3.2879,3.2589,3.2831,3.2847,3.2944,3.2976,3.2863,3.2976,3.2992,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.2960,3.3000,3.3000,3.3000,3.2871,3.2927
8.0212,1782562483.8843,2934.175055,0.0000,0.0000,0.00000,3.2915,3.2702,3.2863,3.2903,3.2976,3.2992,3.2807,3.2976,3.3000,3.3000,3.2992,3.3000,3.3000,3.3000,3.3000,3.2927,3.3000,3.2984,3.2968,3.2887,3.2903,3.2565,3.2807,3.2807,3.2895,3.2927
8.0224,1782562483.8855,2934.176254,0.0000,0.0000,0.00000,3.2928,3.2871,3.3000,3.3000,3.3000,3.2927,3.3000,3.3000,3.2976,3.2903,3.2919,3.3000,3.2895,3.2919,3.2799,3.2919,3.2557,3.2823,3.2871,3.2976,3.2992,3.2871,3.3000,3.3000,3.3000,3.2976
8.0237,1782562483.8868,2934.177454,0.0000,0.0000,0.00000,3.2938,3.3000,3.3000,3.3000,3.2919,3.2895,3.2968,3.2871,3.2887,3.2831,3.2927,3.2629,3.2847,3.2863,3.2968,3.3000,3.3000,3.3000,3.3000,3.3000,3.2976,3.3000,3.3000,3.3000,3.2952,3.2927
8.0246,1782562483.8877,2934.178655,0.0000,0.0000,0.00000,3.2912,3.2589,3.2823,3.2847,3.2944,3.2968,3.2799,3.2960,3.2952,3.3000,3.2984,3.3000,3.3000,3.3000,3.2968,3.2936,3.3000,3.3000,3.3000,3.2895,3.2895,3.2750,3.2839,3.2839,3.2879,3.2927
8.0258,1782562483.8889,2934.179864,0.0000,0.0000,0.00000,3.2913,3.2871,3.2992,3.3000,3.3000,3.2960,3.3000,3.3000,3.3000,3.2936,3.2927,3.3000,3.2863,3.2903,3.2839,3.2927,3.2637,3.2807,3.2839,3.2871,3.2960,3.2742,3.2911,3.2871,3.2968,3.3000
8.0272,1782562483.8903,2934.181054,0.0000,0.0000,0.00000,3.2906,3.3000,3.3000,3.3000,3.2887,3.2903,3.2766,3.2799,3.2855,3.2831,3.2919,3.2581,3.2823,3.2839,3.2871,3.2952,3.2774,3.2936,3.2968,3.3000,3.2992,3.3000,3.3000,3.3000,3.3000,3.2952
8.0284,1782562483.8915,2934.182255,0.0000,0.0000,0.00000,3.2912,3.2750,3.2831,3.2855,3.2871,3.2952,3.2742,3.2879,3.2887,3.2992,3.2936,3.2944,3.3000,3.3000,3.3000,3.2960,3.3000,3.3000,3.2968,3.2839,3.2944,3.2927,3.2871,3.2871,3.2847,3.2936
8.0294,1782562483.8925,2934.183455,0.0000,0.0000,0.00000,3.2923,3.2863,3.2944,3.2952,3.3000,3.2968,3.3000,3.3000,3.3000,3.2992,3.2895,3.3000,3.3000,3.3000,3.2871,3.2927,3.2678,3.2855,3.2799,3.2823,3.2952,3.2782,3.2903,3.2903,3.2976,3.2984
8.0306,1782562483.8937,2934.184653,0.0000,0.0000,0.00000,3.2917,3.3000,3.3000,3.3000,3.2968,3.2919,3.2911,3.2863,3.2887,3.2815,3.2911,3.2581,3.2807,3.2839,3.2895,3.2944,3.2807,3.2936,3.2952,3.3000,3.2992,3.3000,3.3000,3.3000,3.2960,3.2927
8.0318,1782562483.8949,2934.185863,0.0000,0.0000,0.00000,3.2905,3.2565,3.2839,3.2879,3.2911,3.2968,3.2557,3.2807,3.2839,3.2887,3.2976,3.2976,3.2984,3.2968,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.2960,3.3000,3.2919,3.2887,3.2790,3.2919
8.0332,1782562483.8963,2934.187054,0.0000,0.0000,0.00000,3.2909,3.2637,3.2831,3.2863,3.2960,3.2992,3.3000,3.3000,3.3000,3.3000,3.2944,3.3000,3.2936,3.2936,3.2871,3.2911,3.3000,3.2887,3.2903,3.2831,3.2960,3.2621,3.2823,3.2839,3.2984,3.3000
8.0344,1782562483.8975,2934.188254,0.0000,0.0000,0.00000,3.2945,3.3000,3.3000,3.3000,3.3000,3.2952,3.3000,3.2952,3.2952,3.2855,3.2927,3.2549,3.2823,3.2863,3.2911,3.2976,3.3000,3.3000,3.3000,3.3000,3.2936,3.3000,3.3000,3.3000,3.3000,3.2927
8.0357,1782562483.8987,2934.189455,0.0000,0.0000,0.00000,3.2911,3.2863,3.2839,3.2831,3.2831,3.2927,3.2581,3.2823,3.2831,3.2863,3.2976,3.2831,3.3000,3.3000,3.3000,3.2984,3.3000,3.3000,3.3000,3.3000,3.2919,3.3000,3.3000,3.2960,3.2823,3.2895
8.0366,1782562483.8997,2934.190655,0.0000,0.0000,0.00000,3.2914,3.2734,3.2887,3.2919,3.3000,3.2968,3.2944,3.2984,3.3000,3.3000,3.2960,3.3000,3.3000,3.3000,3.2919,3.2903,3.3000,3.2855,3.2871,3.2863,3.2944,3.2581,3.2758,3.2855,3.2919,3.2976
8.0378,1782562483.9009,2934.191863,0.0000,0.0000,0.00000,3.2927,3.3000,3.3000,3.3000,3.3000,3.2903,3.3000,3.2936,3.2952,3.2863,3.2895,3.2976,3.2879,3.2903,3.2831,3.2927,3.2605,3.2823,3.2871,3.2976,3.2984,3.2895,3.3000,3.3000,3.3000,3.2952
8.0395,1782562483.9025,2934.193054,0.0000,0.0000,0.00000,3.2902,3.2887,3.2839,3.2871,3.2807,3.2927,3.2533,3.2790,3.2863,3.2919,3.2952,3.2678,3.2839,3.2903,3.3000,3.2984,3.3000,3.3000,3.3000,3.3000,3.2936,3.3000,3.3000,3.3000,3.2927,3.2895
8.0404,1782562483.9035,2934.194255,0.0000,0.0000,0.00000,3.2910,3.2678,3.2871,3.2919,3.3000,3.2952,3.2927,3.3000,3.2992,3.3000,3.2960,3.3000,3.3000,3.3000,3.2879,3.2887,3.3000,3.2903,3.2895,3.2799,3.2927,3.2605,3.2831,3.2831,3.2911,3.2976
8.0414,1782562483.9045,2934.195454,0.0000,0.0000,0.00000,3.2931,3.3000,3.3000,3.3000,3.3000,3.2936,3.3000,3.2968,3.2952,3.2839,3.2903,3.3000,3.2895,3.2855,3.2831,3.2944,3.2613,3.2839,3.2895,3.2976,3.2992,3.2863,3.3000,3.3000,3.3000,3.2984
8.0426,1782562483.9057,2934.196654,0.0000,0.0000,0.00000,3.2919,3.3000,3.2919,3.2960,3.2855,3.2895,3.2944,3.2839,3.2895,3.2831,3.2919,3.2678,3.2863,3.2847,3.2976,3.2976,3.2960,3.3000,3.3000,3.3000,3.2936,3.3000,3.2976,3.2968,3.2807,3.2927
8.0438,1782562483.9069,2934.197863,0.0000,0.0000,0.00000,3.2910,3.2678,3.2839,3.2815,3.2927,3.2992,3.2919,3.3000,3.3000,3.3000,3.2936,3.3000,3.3000,3.3000,3.3000,3.2952,3.3000,3.3000,3.2936,3.2815,3.2911,3.2573,3.2807,3.2799,3.2855,3.3000
8.0452,1782562483.9083,2934.199054,0.0000,0.0000,0.00000,3.2935,3.2839,3.2984,3.3000,3.3000,3.2952,3.3000,3.3000,3.3000,3.2944,3.2927,3.3000,3.2984,3.2968,3.2823,3.2911,3.2694,3.2855,3.2863,3.2968,3.2960,3.2790,3.2952,3.2984,3.3000,3.2976
8.0464,1782562483.9095,2934.200254,0.0000,0.0000,0.00000,3.2911,3.3000,3.3000,3.2984,3.2823,3.2895,3.2686,3.2839,3.2847,3.2863,3.2936,3.2573,3.2823,3.2831,3.2952,3.2960,3.3000,3.3000,3.3000,3.3000,3.2927,3.3000,3.3000,3.3000,3.2952,3.2895
8.0482,1782562483.9113,2934.201455,0.0000,0.0000,0.00000,3.2905,3.2581,3.2799,3.2831,3.2895,3.2976,3.2774,3.2903,3.2911,3.3000,3.2992,3.3000,3.3000,3.3000,3.2992,3.2919,3.3000,3.3000,3.3000,3.2911,3.2895,3.2766,3.2839,3.2847,3.2847,3.2936
8.0488,1782562483.9119,2934.202654,0.0000,0.0000,0.00000,3.2929,3.3000,3.3000,3.3000,3.2984,3.2927,3.3000,3.3000,3.3000,3.2863,3.2895,3.3000,3.2952,3.2936,3.2847,3.2927,3.2605,3.2799,3.2831,3.2871,3.2984,3.2831,3.2992,3.3000,3.3000,3.2976
8.0498,1782562483.9129,2934.203863,0.0000,0.0000,0.00000,3.2934,3.3000,3.3000,3.3000,3.2871,3.2895,3.2944,3.2903,3.2871,3.2831,3.2952,3.2621,3.2807,3.2831,3.2944,3.2984,3.3000,3.3000,3.3000,3.3000,3.2968,3.3000,3.3000,3.3000,3.2984,3.2936
8.0512,1782562483.9143,2934.205055,0.0000,0.0000,0.00000,3.2915,3.2847,3.2839,3.2847,3.2887,3.2952,3.2678,3.2895,3.2887,3.2984,3.3000,3.2895,3.3000,3.3000,3.3000,3.2984,3.3000,3.3000,3.3000,3.2871,3.2919,3.2911,3.2863,3.2903,3.2799,3.2911
8.0524,1782562483.9155,2934.206255,0.0000,0.0000,0.00000,3.2927,3.2863,3.3000,3.2936,3.3000,3.2984,3.3000,3.3000,3.3000,3.3000,3.2952,3.3000,3.2927,3.2919,3.2807,3.2911,3.2758,3.2863,3.2855,3.2863,3.2944,3.2742,3.2927,3.2952,3.3000,3.2968
